"title_","authors","date_document","celex","Full_OJ","manif_pdf","manif_html","pdf_to_download","html_to_download"
"Recommendation for a COUNCIL RECOMMENDATION on the 2020 National Reform Programme of Latvia and delivering a Council opinion on the 2020 Stability Programme of Latvia","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SG",2020-05-20,"52020DC0514",,"http://publications.europa.eu/resource/cellar/a6908517-9aa2-11ea-9d2d-01aa75ed71a1.0004.02","http://publications.europa.eu/resource/cellar/a6908517-9aa2-11ea-9d2d-01aa75ed71a1.0004.03","http://publications.europa.eu/resource/cellar/a6908517-9aa2-11ea-9d2d-01aa75ed71a1.0004.02/zip","http://publications.europa.eu/resource/cellar/a6908517-9aa2-11ea-9d2d-01aa75ed71a1.0004.03/zip"
"REPORT FROM THE COMMISSION Czechia Report prepared in accordance with Article 126(3) of the Treaty on the Functioning of the European Union","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2020-05-20,"52020DC0543",,"http://publications.europa.eu/resource/cellar/e84a9021-9a90-11ea-aac4-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/e84a9021-9a90-11ea-aac4-01aa75ed71a1.0001.03","http://publications.europa.eu/resource/cellar/e84a9021-9a90-11ea-aac4-01aa75ed71a1.0001.02/zip","http://publications.europa.eu/resource/cellar/e84a9021-9a90-11ea-aac4-01aa75ed71a1.0001.03/zip"
"Recommendation for a COUNCIL RECOMMENDATION on the 2020 National Reform Programme of Slovakia and delivering a Council opinion on the 2020 Stability Programme of Slovakia","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SG",2020-05-20,"52020DC0525",,"http://publications.europa.eu/resource/cellar/0832aaf0-9a9e-11ea-9d2d-01aa75ed71a1.0004.02","http://publications.europa.eu/resource/cellar/0832aaf0-9a9e-11ea-9d2d-01aa75ed71a1.0004.03","http://publications.europa.eu/resource/cellar/0832aaf0-9a9e-11ea-9d2d-01aa75ed71a1.0004.02/zip","http://publications.europa.eu/resource/cellar/0832aaf0-9a9e-11ea-9d2d-01aa75ed71a1.0004.03/zip"
"Recommendation for a COUNCIL RECOMMENDATION on the 2020 National Reform Programme of Portugal and delivering a Council opinion on the 2020 Stability Programme of Portugal","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SG",2020-05-20,"52020DC0522",,"http://publications.europa.eu/resource/cellar/ebfedf7c-9aa2-11ea-9d2d-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/ebfedf7c-9aa2-11ea-9d2d-01aa75ed71a1.0001.03","http://publications.europa.eu/resource/cellar/ebfedf7c-9aa2-11ea-9d2d-01aa75ed71a1.0001.02/zip","http://publications.europa.eu/resource/cellar/ebfedf7c-9aa2-11ea-9d2d-01aa75ed71a1.0001.03/zip"
"REPORT FROM THE COMMISSION Portugal Report prepared in accordance with Article 126(3) of the Treaty on the Functioning of the European Union","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2020-05-20,"52020DC0537",,"http://publications.europa.eu/resource/cellar/bc55b795-9a95-11ea-9d2d-01aa75ed71a1.0003.02","http://publications.europa.eu/resource/cellar/bc55b795-9a95-11ea-9d2d-01aa75ed71a1.0003.03","http://publications.europa.eu/resource/cellar/bc55b795-9a95-11ea-9d2d-01aa75ed71a1.0003.02/zip","http://publications.europa.eu/resource/cellar/bc55b795-9a95-11ea-9d2d-01aa75ed71a1.0003.03/zip"
"REPORT FROM THE COMMISSION Latvia Report prepared in accordance with Article 126(3) of the Treaty on the Functioning of the European Union","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2020-05-20,"52020DC0549",,"http://publications.europa.eu/resource/cellar/e6906aad-9a95-11ea-9d2d-01aa75ed71a1.0004.02","http://publications.europa.eu/resource/cellar/e6906aad-9a95-11ea-9d2d-01aa75ed71a1.0004.03","http://publications.europa.eu/resource/cellar/e6906aad-9a95-11ea-9d2d-01aa75ed71a1.0004.02/zip","http://publications.europa.eu/resource/cellar/e6906aad-9a95-11ea-9d2d-01aa75ed71a1.0004.03/zip"
"Recommendation for a COUNCIL RECOMMENDATION on the 2020 National Reform Programme of Bulgaria and delivering a Council opinion on the 2020 Convergence Programme of Bulgaria","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SG",2020-05-20,"52020DC0502",,"http://publications.europa.eu/resource/cellar/a775ca25-9aa4-11ea-9d2d-01aa75ed71a1.0004.02","http://publications.europa.eu/resource/cellar/a775ca25-9aa4-11ea-9d2d-01aa75ed71a1.0004.03","http://publications.europa.eu/resource/cellar/a775ca25-9aa4-11ea-9d2d-01aa75ed71a1.0004.02/zip","http://publications.europa.eu/resource/cellar/a775ca25-9aa4-11ea-9d2d-01aa75ed71a1.0004.03/zip"
"Recommendation for a COUNCIL RECOMMENDATION on the 2020 National Reform Programme of Hungary and delivering a Council opinion on the 2020 Convergence Programme of Hungary","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SG",2020-05-20,"52020DC0517",,"http://publications.europa.eu/resource/cellar/e8928f8b-9aa2-11ea-9d2d-01aa75ed71a1.0004.02","http://publications.europa.eu/resource/cellar/e8928f8b-9aa2-11ea-9d2d-01aa75ed71a1.0004.03","http://publications.europa.eu/resource/cellar/e8928f8b-9aa2-11ea-9d2d-01aa75ed71a1.0004.02/zip","http://publications.europa.eu/resource/cellar/e8928f8b-9aa2-11ea-9d2d-01aa75ed71a1.0004.03/zip"
"Recommendation for a COUNCIL RECOMMENDATION on the 2020 National Reform Programme of Luxembourg and delivering a Council opinion on the 2020 Stability Programme of Luxembourg","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SG",2020-05-20,"52020DC0516",,"http://publications.europa.eu/resource/cellar/1297176d-9aa3-11ea-9d2d-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/1297176d-9aa3-11ea-9d2d-01aa75ed71a1.0001.03","http://publications.europa.eu/resource/cellar/1297176d-9aa3-11ea-9d2d-01aa75ed71a1.0001.02/zip","http://publications.europa.eu/resource/cellar/1297176d-9aa3-11ea-9d2d-01aa75ed71a1.0001.03/zip"
"Council Decision (EU) 2020/702 of 20 May 2020 further extending the temporary derogation from the Council’s Rules of Procedure introduced by Decision (EU) 2020/430 and extended by Decision (EU) 2020/556 in view of the travel difficulties caused by the COVID-19 pandemic in the Union","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-05-20,"32020D0702","http://publications.europa.eu/resource/cellar/d89ddc1d-9fe6-11ea-9d2d-01aa75ed71a1","http://publications.europa.eu/resource/cellar/30fcaa21-9fea-11ea-9d2d-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/30fcaa21-9fea-11ea-9d2d-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/30fcaa21-9fea-11ea-9d2d-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/30fcaa21-9fea-11ea-9d2d-01aa75ed71a1.0006.03/zip"
"Recommendation for a COUNCIL RECOMMENDATION on the 2020 National Reform Programme of Estonia and delivering a Council opinion on the 2020 Stability Programme of Estonia","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SG",2020-05-20,"52020DC0506",,"http://publications.europa.eu/resource/cellar/eb25d2b8-9aa4-11ea-9d2d-01aa75ed71a1.0003.02","http://publications.europa.eu/resource/cellar/eb25d2b8-9aa4-11ea-9d2d-01aa75ed71a1.0003.03","http://publications.europa.eu/resource/cellar/eb25d2b8-9aa4-11ea-9d2d-01aa75ed71a1.0003.02/zip","http://publications.europa.eu/resource/cellar/eb25d2b8-9aa4-11ea-9d2d-01aa75ed71a1.0003.03/zip"
"Recommendation for a COUNCIL RECOMMENDATION on the 2020 National Reform Programme of Czechia and delivering a Council opinion on the 2020 Convergence Programme of Czechia","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SG",2020-05-20,"52020DC0503",,"http://publications.europa.eu/resource/cellar/cb560e06-9aa4-11ea-9d2d-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/cb560e06-9aa4-11ea-9d2d-01aa75ed71a1.0001.03","http://publications.europa.eu/resource/cellar/cb560e06-9aa4-11ea-9d2d-01aa75ed71a1.0001.02/zip","http://publications.europa.eu/resource/cellar/cb560e06-9aa4-11ea-9d2d-01aa75ed71a1.0001.03/zip"
"REPORT FROM THE COMMISSION Finland Report prepared in accordance with Article 126(3) of the Treaty on the Functioning of the European Union","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2020-05-20,"52020DC0540",,"http://publications.europa.eu/resource/cellar/c8b76ce8-9a95-11ea-9d2d-01aa75ed71a1.0003.02","http://publications.europa.eu/resource/cellar/c8b76ce8-9a95-11ea-9d2d-01aa75ed71a1.0003.03","http://publications.europa.eu/resource/cellar/c8b76ce8-9a95-11ea-9d2d-01aa75ed71a1.0003.02/zip","http://publications.europa.eu/resource/cellar/c8b76ce8-9a95-11ea-9d2d-01aa75ed71a1.0003.03/zip"
"Recommendation for a COUNCIL RECOMMENDATION on the 2020 National Reform Programme of Austria and delivering a Council opinion on the 2020 Stability Programme of Austria","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SG",2020-05-20,"52020DC0520",,"http://publications.europa.eu/resource/cellar/1542d67e-9aa3-11ea-9d2d-01aa75ed71a1.0003.02","http://publications.europa.eu/resource/cellar/1542d67e-9aa3-11ea-9d2d-01aa75ed71a1.0003.03","http://publications.europa.eu/resource/cellar/1542d67e-9aa3-11ea-9d2d-01aa75ed71a1.0003.02/zip","http://publications.europa.eu/resource/cellar/1542d67e-9aa3-11ea-9d2d-01aa75ed71a1.0003.03/zip"
"Recommendation for a COUNCIL RECOMMENDATION on the 2020 National Reform Programme of Romania and delivering a Council opinion on the 2020 Convergence Programme of Romania","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SG",2020-05-20,"52020DC0523",,"http://publications.europa.eu/resource/cellar/c214898e-9a9d-11ea-9d2d-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/c214898e-9a9d-11ea-9d2d-01aa75ed71a1.0001.03","http://publications.europa.eu/resource/cellar/c214898e-9a9d-11ea-9d2d-01aa75ed71a1.0001.02/zip","http://publications.europa.eu/resource/cellar/c214898e-9a9d-11ea-9d2d-01aa75ed71a1.0001.03/zip"
"REPORT FROM THE COMMISSION Slovenia Report prepared in accordance with Article 126(3) of the Treaty on the Functioning of the European Union","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2020-05-20,"52020DC0555",,"http://publications.europa.eu/resource/cellar/02d533e0-9a96-11ea-9d2d-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/02d533e0-9a96-11ea-9d2d-01aa75ed71a1.0001.03","http://publications.europa.eu/resource/cellar/02d533e0-9a96-11ea-9d2d-01aa75ed71a1.0001.02/zip","http://publications.europa.eu/resource/cellar/02d533e0-9a96-11ea-9d2d-01aa75ed71a1.0001.03/zip"
"REPORT FROM THE COMMISSION Cyprus Report prepared in accordance with Article 126(3) of the Treaty on the Functioning of the European Union","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2020-05-20,"52020DC0548",,"http://publications.europa.eu/resource/cellar/102b9bc5-9a91-11ea-aac4-01aa75ed71a1.0003.02","http://publications.europa.eu/resource/cellar/102b9bc5-9a91-11ea-aac4-01aa75ed71a1.0003.03","http://publications.europa.eu/resource/cellar/102b9bc5-9a91-11ea-aac4-01aa75ed71a1.0003.02/zip","http://publications.europa.eu/resource/cellar/102b9bc5-9a91-11ea-aac4-01aa75ed71a1.0003.03/zip"
"REPORT FROM THE COMMISSION Luxembourg Report prepared in accordance with Article 126(3) of the Treaty on the Functioning of the European Union","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2020-05-20,"52020DC0531",,"http://publications.europa.eu/resource/cellar/ae9fe3f3-9a95-11ea-9d2d-01aa75ed71a1.0003.02","http://publications.europa.eu/resource/cellar/ae9fe3f3-9a95-11ea-9d2d-01aa75ed71a1.0003.03","http://publications.europa.eu/resource/cellar/ae9fe3f3-9a95-11ea-9d2d-01aa75ed71a1.0003.02/zip","http://publications.europa.eu/resource/cellar/ae9fe3f3-9a95-11ea-9d2d-01aa75ed71a1.0003.03/zip"
"REPORT FROM THE COMMISSION Denmark Report prepared in accordance with Article 126(3) of the Treaty on the Functioning of the European Union","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2020-05-20,"52020DC0544",,"http://publications.europa.eu/resource/cellar/e42cff3c-9a95-11ea-9d2d-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/e42cff3c-9a95-11ea-9d2d-01aa75ed71a1.0001.03","http://publications.europa.eu/resource/cellar/e42cff3c-9a95-11ea-9d2d-01aa75ed71a1.0001.02/zip","http://publications.europa.eu/resource/cellar/e42cff3c-9a95-11ea-9d2d-01aa75ed71a1.0001.03/zip"
"Recommendation for a COUNCIL RECOMMENDATION on the 2020 National Reform Programme of Spain and delivering a Council opinion on the 2020 Stability Programme of Spain","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SG",2020-05-20,"52020DC0509",,"http://publications.europa.eu/resource/cellar/3c10392e-9aac-11ea-9d2d-01aa75ed71a1.0004.02","http://publications.europa.eu/resource/cellar/3c10392e-9aac-11ea-9d2d-01aa75ed71a1.0004.03","http://publications.europa.eu/resource/cellar/3c10392e-9aac-11ea-9d2d-01aa75ed71a1.0004.02/zip","http://publications.europa.eu/resource/cellar/3c10392e-9aac-11ea-9d2d-01aa75ed71a1.0004.03/zip"
"REPORT FROM THE COMMISSION Poland Report prepared in accordance with Article 126(3) of the Treaty on the Functioning of the European Union","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2020-05-20,"52020DC0554",,"http://publications.europa.eu/resource/cellar/bcec1d8f-9a90-11ea-aac4-01aa75ed71a1.0003.02","http://publications.europa.eu/resource/cellar/bcec1d8f-9a90-11ea-aac4-01aa75ed71a1.0003.03","http://publications.europa.eu/resource/cellar/bcec1d8f-9a90-11ea-aac4-01aa75ed71a1.0003.02/zip","http://publications.europa.eu/resource/cellar/bcec1d8f-9a90-11ea-aac4-01aa75ed71a1.0003.03/zip"
"Recommendation for a COUNCIL RECOMMENDATION on the 2020 National Reform Programme of Malta and delivering a Council opinion on the 2020 Stability Programme of Malta","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SG",2020-05-20,"52020DC0518",,"http://publications.europa.eu/resource/cellar/975d1225-9aa2-11ea-9d2d-01aa75ed71a1.0004.02","http://publications.europa.eu/resource/cellar/975d1225-9aa2-11ea-9d2d-01aa75ed71a1.0004.03","http://publications.europa.eu/resource/cellar/975d1225-9aa2-11ea-9d2d-01aa75ed71a1.0004.02/zip","http://publications.europa.eu/resource/cellar/975d1225-9aa2-11ea-9d2d-01aa75ed71a1.0004.03/zip"
"REPORT FROM THE COMMISSION Hungary Report prepared in accordance with Article 126(3) of the Treaty on the Functioning of the European Union","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2020-05-20,"52020DC0552",,"http://publications.europa.eu/resource/cellar/19666e99-9a91-11ea-aac4-01aa75ed71a1.0004.02","http://publications.europa.eu/resource/cellar/19666e99-9a91-11ea-aac4-01aa75ed71a1.0004.03","http://publications.europa.eu/resource/cellar/19666e99-9a91-11ea-aac4-01aa75ed71a1.0004.02/zip","http://publications.europa.eu/resource/cellar/19666e99-9a91-11ea-aac4-01aa75ed71a1.0004.03/zip"
"REPORT FROM THE COMMISSION Greece Report prepared in accordance with Article 126(3) of the Treaty on the Functioning of the European Union","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2020-05-20,"52020DC0546",,"http://publications.europa.eu/resource/cellar/140f3e97-9a91-11ea-aac4-01aa75ed71a1.0003.02","http://publications.europa.eu/resource/cellar/140f3e97-9a91-11ea-aac4-01aa75ed71a1.0003.03","http://publications.europa.eu/resource/cellar/140f3e97-9a91-11ea-aac4-01aa75ed71a1.0003.02/zip","http://publications.europa.eu/resource/cellar/140f3e97-9a91-11ea-aac4-01aa75ed71a1.0003.03/zip"
"Recommendation for a COUNCIL RECOMMENDATION on the 2020 National Reform Programme of Lithuania and delivering a Council opinion on the 2020 Stability Programme of Lithuania","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SG",2020-05-20,"52020DC0515",,"http://publications.europa.eu/resource/cellar/de7aca3a-9aa2-11ea-9d2d-01aa75ed71a1.0003.02","http://publications.europa.eu/resource/cellar/de7aca3a-9aa2-11ea-9d2d-01aa75ed71a1.0003.03","http://publications.europa.eu/resource/cellar/de7aca3a-9aa2-11ea-9d2d-01aa75ed71a1.0003.02/zip","http://publications.europa.eu/resource/cellar/de7aca3a-9aa2-11ea-9d2d-01aa75ed71a1.0003.03/zip"
